cvemun,pollutant,tot_pop_mun,exp_type,temporality,cause,health_outcome,icd_10,age_group,reference,crf_type,analysis_type,paf_mean,total_dths,ab_dths_mean,ab_dths_lower,ab_dths_upper
15024,PM25,195962.0000195962,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,600,130.21284196532284,108.78366961751694,150.1811666156715
15025,PM25,441147.0001323441,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,1793,297.0068029817578,256.6096305014111,336.25679211560185
15025,PM25,441147.0001323441,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,1793,295.68420871251607,255.67626506064303,334.5386518379799
15026,PM25,33255,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1851,161,29.794779046045544,25.4701054553757,33.99746235956326
15026,PM25,33255,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1851,161,29.794779046045544,25.4701054553757,33.99746235956326
15027,PM25,13612,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,50,9.288023071658388,7.935748902419111,10.60003941297493
15027,PM25,13612,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,50,9.288023071658388,7.935748902419111,10.60003941297493
15028,PM25,30612,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,164,27.166266418855706,23.471265701188745,30.75633792914596
15028,PM25,30612,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,164,27.166266418855706,23.471265701188745,30.75633792914596
15029,PM25,196437.0000196437,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,805,133.34661260474905,115.2095663991277,150.9686099570884
15029,PM25,196437.0000196437,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,805,132.75280982352226,114.79051498818609,150.19721959262344
15030,PM25,28984,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,138,22.859419303671263,19.750211382707604,25.88033313550087
15030,PM25,28984,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,138,22.859419303671263,19.750211382707604,25.88033313550087
15031,PM25,722753.0002891012,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,3142,520.4659090734428,449.6751026410673,589.2464254474183
15031,PM25,722753.0002891012,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,3142,518.1482341186422,448.03950073649776,586.235607403755
15032,PM25,40377,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,173,23.392649035639998,20.85078835329454,25.95172356793527
15032,PM25,40377,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,173,23.392649035639998,20.85078835329454,25.95172356793527
15033,PM25,1660263.9993358944,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2126,9444,2007.5006592332973,1682.033416339746,2313.6035325054754
15033,PM25,1660263.9993358944,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2126,9444,2007.5006592332973,1682.033416339746,2313.6035325054754
15034,PM25,11358.9999988641,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,48,5.457645564601455,5.026092618295439,5.933448822147258
15034,PM25,11358.9999988641,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,48,5.457645564601455,5.026092618295439,5.933448822147258
15035,PM25,198212,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,508,110.24687286397334,92.103506942831,127.15338773460185
15035,PM25,198212,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,508,110.24687286397334,92.103506942831,127.15338773460185
15036,PM25,48779,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2048,236,48.326100872376664,40.708928167666016,55.45530651368159
15036,PM25,48779,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2048,236,48.326100872376664,40.708928167666016,55.45530651368159
15037,PM25,298470.000029847,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2164,1250,270.4870092325325,226.0652430981238,312.01106958284373
15037,PM25,298470.000029847,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2158,1250,269.6954885399554,225.4965000511831,311.14153910649173
15038,PM25,12022,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,63,13.672348406358898,11.422285309839278,15.769022494645505
15038,PM25,12022,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,63,13.672348406358898,11.422285309839278,15.769022494645505
15039,PM25,570080.9999429919,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,2149,355.9774788665909,307.5594511698452,403.02055005935773
15039,PM25,570080.9999429919,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,2149,354.3922836158377,306.44076609889675,400.96127317335123
15040,PM25,38172.9999961827,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1383,207,28.6366399290743,25.442223770104388,31.831479767509038
15040,PM25,38172.9999961827,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1376,207,28.47532278032301,25.31895650508455,31.641596941996966
15041,PM25,6364,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,42,5.6791402283056645,5.062041103111969,6.300418438458275
15041,PM25,6364,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,42,5.6791402283056645,5.062041103111969,6.300418438458275
15042,PM25,165229,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,691,125.44496652978718,107.52700755539233,142.979548397482
15042,PM25,165229,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,691,125.44496652978718,107.52700755539233,142.979548397482
15043,PM25,31463.9999937072,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2164,153,33.107609930061976,27.670385755210354,38.190154916940074
15043,PM25,31463.9999937072,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2158,153,33.01072779729054,27.60077160626481,38.083724386634586
15044,PM25,28658.0000028658,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,149,32.33618908805517,27.01461128835004,37.294989709558415
15044,PM25,28658.0000028658,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,149,32.33618908805517,27.01461128835004,37.294989709558415
15045,PM25,88095.99999119039,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1708,413,70.53024816584491,60.71110230041205,80.02039533966604
15045,PM25,88095.99999119039,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1708,413,70.53024816584491,60.71110230041205,80.02039533966604
15046,PM25,20469,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,135,29.29788944219764,24.47632566394131,33.790762488526084
15046,PM25,20469,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2164,135,29.21259699711351,24.41504625459737,33.697195514947126
15047,PM25,79330,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,368,66.80716017794744,57.2647449788486,76.14540348809462
15047,PM25,79330,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,368,66.80716017794744,57.2647449788486,76.14540348809462
15048,PM25,72368,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,324,58.81934754797547,50.41787329659496,67.041061766692
15048,PM25,72368,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,324,58.81934754797547,50.41787329659496,67.041061766692
15049,PM25,16263,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,80,14.860836914653422,12.697198243870577,16.960063060759886
15049,PM25,16263,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,80,14.860836914653422,12.697198243870577,16.960063060759886
15050,PM25,28450,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,142,23.522011167545795,20.32268127785855,26.630487719138575
15050,PM25,28450,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,142,23.417265832223805,20.248761650089968,26.494416375344755
15051,PM25,183714.99996325705,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2041,708,144.5115454486163,121.79064080469378,165.8137475335986
15051,PM25,183714.99996325705,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2041,708,144.5115454486163,121.79064080469378,165.8137475335986
15052,PM25,29099.0000058198,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1453,186,27.026993606648887,23.81538072164222,30.190374172279277
15052,PM25,29099.0000058198,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1445,186,26.883859315797988,23.720592863820073,30.00666797901565
15053,PM25,64500.9999935499,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,305,66.19152799903911,55.29836538890444,76.342093029633
15053,PM25,64500.9999935499,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,305,66.19152799903911,55.29836538890444,76.342093029633
15054,PM25,253728,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,1233,229.04264894709587,195.69556793365527,261.39697192396176
15054,PM25,253728,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,1233,229.04264894709587,195.69556793365527,261.39697192396176
15055,PM25,14636.0000014636,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,64,11.888669531722737,10.157758595096462,13.56805044860791
15055,PM25,14636.0000014636,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,64,11.888669531722737,10.157758595096462,13.56805044860791
15056,PM25,34955.0000034955,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,167,30.317379754666366,25.986990248553575,34.555115169869026
15056,PM25,34955.0000034955,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,167,30.317379754666366,25.986990248553575,34.555115169869026
15057,PM25,829699.0002489097,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2164,5349,1157.468009907853,967.3783882654914,1335.1577689589049
15057,PM25,829699.0002489097,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2164,5349,1157.468009907853,967.3783882654914,1335.1577689589049
15058,PM25,1102720.999117823,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2041,7205,1470.629498527232,1239.4089929347722,1687.4125013835846
15058,PM25,1102720.999117823,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2035,7205,1465.8689231303417,1235.9801015570426,1681.733326357501
15059,PM25,66591.9999933408,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,169,36.676617153565935,30.640733608933935,42.301028596747464
15059,PM25,66591.9999933408,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,169,36.676617153565935,30.640733608933935,42.301028596747464
15060,PM25,455330,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,2006,435.34493497072935,363.70006875456494,502.10570038506165
15060,PM25,455330,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,2006,435.34493497072935,363.70006875456494,502.10570038506165
15061,PM25,10899.99999782,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,47,7.785454400525721,6.726521268023604,8.81431635774305
15061,PM25,10899.99999782,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,47,7.785454400525721,6.726521268023604,8.81431635774305
15062,PM25,75903.00002277091,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2164,367,79.41498591067155,66.37275537360915,91.60645002952292
15062,PM25,75903.00002277091,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2158,367,79.18259543533091,66.20577241502735,91.35115588166597
15063,PM25,37783.000003778296,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1787,154,27.51987893146199,23.623328144016057,31.336407925750652
15063,PM25,37783.000003778296,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1787,154,27.51987893146199,23.623328144016057,31.336407925750652
15064,PM25,36809,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.136,166,22.576021109039104,20.10617681817706,25.064165851079103
15064,PM25,36809,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.136,166,22.576021109039104,20.10617681817706,25.064165851079103
15065,PM25,37366.9999962633,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,192,31.80440946597741,27.478554967245362,36.007420014609906
15065,PM25,37366.9999962633,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,192,31.80440946597741,27.478554967245362,36.007420014609906
15066,PM25,5918,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,38,5.138269730371791,4.579941950434638,5.700378587176534
15066,PM25,5918,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,38,5.138269730371791,4.579941950434638,5.700378587176534
15067,PM25,92512.0000092512,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.194,349,67.72233244586637,57.43906258289859,77.47560192774435
15067,PM25,92512.0000092512,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.194,349,67.72233244586637,57.43906258289859,77.47560192774435
15068,PM25,32077.9999967922,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1619,139,22.510644786082082,19.530444481545622,25.432201915239276
15068,PM25,32077.9999967922,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1619,139,22.510644786082082,19.530444481545622,25.432201915239276
15069,PM25,5128.9999994871,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,35,5.797678808902132,5.009111582570769,6.563852606829931
15069,PM25,5128.9999994871,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,35,5.797678808902132,5.009111582570769,6.563852606829931
15070,PM25,311130.9999688869,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,1267,209.87597288225717,181.32983928906185,237.61146436724349
15070,PM25,311130.9999688869,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,1267,208.9413789396307,180.67028880749288,236.39736301099862
15071,PM25,15708.999998429095,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1514,77,11.659538891443411,10.214012486795513,13.093417186644219
15071,PM25,15708.999998429095,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1514,77,11.659538891443411,10.214012486795513,13.093417186644219
15072,PM25,16893.9999983106,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,66,12.260190454589072,10.475188551193227,13.992052025126906
15072,PM25,16893.9999983106,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,66,12.260190454589072,10.475188551193227,13.992052025126906
15073,PM25,36374.0000036374,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,112,20.80517168051479,17.776077541418807,23.744088285063842
15073,PM25,36374.0000036374,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,112,20.80517168051479,17.776077541418807,23.744088285063842
15074,PM25,153799.0000153799,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1664,579,96.33653067536319,83.16596586629538,109.11267003043304
15074,PM25,153799.0000153799,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1664,579,96.33653067536319,83.16596586629538,109.11267003043304
15075,PM25,30790,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,143,23.687659133514426,20.465798751646286,26.818026365048002
15075,PM25,30790,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,143,23.687659133514426,20.465798751646286,26.818026365048002
15076,PM25,104047.00001040468,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,420,78.01939380193046,66.66029078032054,89.0403310689894
15076,PM25,104047.00001040468,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,420,78.01939380193046,66.66029078032054,89.0403310689894
15077,PM25,7288,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.125,42,5.247907151005509,4.74485536461864,5.76545172882083
15077,PM25,7288,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.125,42,5.247907151005509,4.74485536461864,5.76545172882083
15078,PM25,9767.9999990232,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,42,5.6791402283056645,5.062041103111969,6.300418438458275
15078,PM25,9767.9999990232,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1352,42,5.6791402283056645,5.062041103111969,6.300418438458275
15079,PM25,15045,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1582,59,9.334696285443442,8.135212068920088,10.532826033091064
15079,PM25,15045,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1582,59,9.334696285443442,8.135212068920088,10.532826033091064
15080,PM25,23483,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1313,164,21.53144942405556,19.276285203034522,23.825890819093058
15080,PM25,23483,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1313,164,21.53144942405556,19.276285203034522,23.825890819093058
15081,PM25,604198.9999395801,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1988,2037,404.9254368862518,342.2185066240063,463.8038442121551
15081,PM25,604198.9999395801,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1988,2037,404.9254368862518,342.2185066240063,463.8038442121551
15082,PM25,81950.9999918049,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1105,413,45.616395023330206,42.17029654647117,49.52521244812542
15082,PM25,81950.9999918049,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1105,413,45.616395023330206,42.17029654647117,49.52521244812542
15083,PM25,15090,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,52,8.613694230368882,7.442108636962286,9.752009587290182
15083,PM25,15090,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,52,8.575336783631252,7.415039477497735,9.702180644492445
15084,PM25,45627,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,226,37.43644030891091,32.34454907602839,42.38373397553041
15084,PM25,45627,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,226,37.43644030891091,32.34454907602839,42.38373397553041
15085,PM25,68345.9999863308,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1567,357,55.94689835810302,48.82535980041724,63.074968435490135
15085,PM25,68345.9999863308,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1567,357,55.94689835810302,48.82535980041724,63.074968435490135
15086,PM25,37932,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1671,198,33.08964707749388,28.54293389333033,37.47660386119922
15086,PM25,37932,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1671,198,33.08964707749388,28.54293389333033,37.47660386119922
15087,PM25,106707,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1851,419,77.54044981548499,66.28555394908334,88.47786787985717
15087,PM25,106707,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1851,419,77.54044981548499,66.28555394908334,88.47786787985717
15088,PM25,109689,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,548,81.30866680953717,71.4693223465585,91.08221479025565
15088,PM25,109689,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,548,81.30866680953717,71.4693223465585,91.08221479025565
15089,PM25,10389,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,81,13.41748524345922,11.592515376806636,15.190630318663555
15089,PM25,10389,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,81,13.357736143733296,11.55034995533301,15.113012157767079
15090,PM25,93583.00000935832,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,460,85.44981225925717,73.00888990225582,97.52036259936935
15090,PM25,93583.00000935832,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1858,460,85.44981225925717,73.00888990225582,97.52036259936935
15091,PM25,65508,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,425,92.23409639210368,77.05509931240783,106.3783263527673
15091,PM25,65508,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,425,92.23409639210368,77.05509931240783,106.3783263527673
15092,PM25,60190.000006019,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,289,47.872262164934746,41.36094992465578,54.198668667824286
15092,PM25,60190.000006019,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,289,47.872262164934746,41.36094992465578,54.198668667824286
15093,PM25,34037,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,197,32.63264929582057,28.194142336184044,36.94511324415704
15093,PM25,34037,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,197,32.63264929582057,28.194142336184044,36.94511324415704
15094,PM25,21189,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1597,148,23.63731661091894,20.56242561352169,26.685218433185597
15094,PM25,21189,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1597,148,23.63731661091894,20.56242561352169,26.685218433185597
15095,PM25,109469.0000218938,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,445,96.57452445761444,80.68122163299172,111.38436523995635
15095,PM25,109469.0000218938,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,445,96.57452445761444,80.68122163299172,111.38436523995635
15096,PM25,41170.000004117,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,172,37.32768136339255,31.184651957021522,43.05193442982583
15096,PM25,41170.000004117,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,172,37.32768136339255,31.184651957021522,43.05193442982583
15097,PM25,18606,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1383,99,13.695784313905099,12.168020063962967,15.223751193156495
15097,PM25,18606,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1376,99,13.618632634067525,12.109066154605655,15.132937667911591
15098,PM25,5992,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1968,28,5.509368931225363,4.660126641427606,6.3073171802541355
15098,PM25,5992,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1961,28,5.490414817282917,4.646682843498412,6.2845462389935784
15099,PM25,293941.9999706058,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,1416,234.5575198115834,202.65434288343454,265.55472260774803
15099,PM25,293941.9999706058,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,1416,234.5575198115834,202.65434288343454,265.55472260774803
15100,PM25,52179.0000052179,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,210,34.78607285341279,30.054669495424616,39.38311564097958
15100,PM25,52179.0000052179,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,210,34.78607285341279,30.054669495424616,39.38311564097958
15101,PM25,88229.0000088229,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2119,390,82.6515672167718,69.28137342148544,95.22522369000475
15101,PM25,88229.0000088229,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.2113,390,82.40070291812954,69.10096629442076,94.90697910201115
15102,PM25,16967.0000016967,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,94,17.064872436758314,14.627407684814587,19.450184586632865
15102,PM25,16967.0000016967,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1815,94,17.064872436758314,14.627407684814587,19.450184586632865
15103,PM25,50453,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,301,49.860037756558334,43.07835961010861,56.449132418737406
15103,PM25,50453,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,301,49.638007151403976,42.92167082166958,56.1606994998505
15104,PM25,693545,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,4523,981.5878070152587,820.0475628000485,1132.1156943378035
15104,PM25,693545,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.217,4523,981.5878070152587,820.0475628000485,1132.1156943378035
15105,PM25,30735.0000030735,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1039,263,27.327170605985398,25.470213031770026,29.593527003208294
