cvemun,pollutant,tot_pop_mun,exp_type,temporality,cause,health_outcome,icd_10,age_group,reference,crf_type,analysis_type,paf_mean,total_dths,ab_dths_mean,ab_dths_lower,ab_dths_upper
17010,PM25,19313.0000019313,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,93,10.574188281415317,9.738054447947412,11.496057092910313
17011,PM25,221515.9999778484,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,1218,180.71889812776692,158.84969820822673,202.44185696082369
17011,PM25,221515.9999778484,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,1218,180.71889812776692,158.84969820822673,202.44185696082369
17012,PM25,58424.000005842405,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,453,67.21318624948967,59.079567560202555,75.292414780996
17012,PM25,58424.000005842405,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,453,67.21318624948967,59.079567560202555,75.292414780996
17013,PM25,17507,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,93,10.574188281415317,9.738054447947412,11.496057092910313
17013,PM25,17507,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,93,10.574188281415317,9.738054447947412,11.496057092910313
17014,PM25,9729,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,61,9.05078225434629,7.955526757554869,10.138713690156195
17014,PM25,9729,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,61,9.05078225434629,7.955526757554869,10.138713690156195
17015,PM25,16148,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,101,14.985721437524186,13.172265614967898,16.787050536160255
17015,PM25,16148,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,101,14.985721437524186,13.172265614967898,16.787050536160255
17016,PM25,19875,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,81,9.209776890264955,8.481531293373553,10.012694887373499
17016,PM25,19875,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,81,9.209776890264955,8.481531293373553,10.012694887373499
17017,PM25,40707,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1414,301,42.575771614546625,37.71140542128504,47.38674838861169
17017,PM25,40707,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1407,301,42.34249528197587,37.532668264371445,47.112257934996116
17018,PM25,126909.0000380727,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,743,110.2414953275294,96.90092427644701,123.49285691452545
17018,PM25,126909.0000380727,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,743,110.2414953275294,96.90092427644701,123.49285691452545
17019,PM25,28647.9999942704,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1113,168,18.69255195395192,17.278465222574603,20.309600411604844
17019,PM25,28647.9999942704,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1105,168,18.55582170440551,17.154018934157765,20.14584913144085
17020,PM25,58903.9999941096,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,263,39.02222512939466,34.30005798749067,43.712814762476704
17020,PM25,58903.9999941096,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,263,39.02222512939466,34.30005798749067,43.712814762476704
17021,PM25,7607,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,81,12.018251845935238,10.563896186261385,13.462882113158225
17021,PM25,7607,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,81,12.018251845935238,10.563896186261385,13.462882113158225
17022,PM25,15551,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,113,12.848207266665923,11.832259705570513,13.96832743547167
17022,PM25,15551,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,113,12.848207266665923,11.832259705570513,13.96832743547167
17023,PM25,8304,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1773,44,7.799962415989204,6.698545654838151,8.877191970344903
17023,PM25,8304,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1773,44,7.799962415989204,6.698545654838151,8.877191970344903
17024,PM25,53608.9999892782,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,348,51.633970893647685,45.38562805949336,57.84053056023534
17024,PM25,53608.9999892782,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,348,51.633970893647685,45.38562805949336,57.84053056023534
17025,PM25,33884,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1289,245,31.585364802382024,28.35801760552998,34.86396764828584
17025,PM25,33884,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1289,245,31.585364802382024,28.35801760552998,34.86396764828584
17026,PM25,20458,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,114,12.961908215928455,11.936969968451669,14.091940952599739
17026,PM25,20458,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,114,12.961908215928455,11.936969968451669,14.091940952599739
17027,PM25,13380,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1383,61,8.438816597456677,7.497466908098394,9.380291139217638
17027,PM25,13380,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1383,61,8.438816597456677,7.497466908098394,9.380291139217638
17028,PM25,77628.9999689484,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,482,71.51601715729363,62.861703231827,80.11245899434894
17028,PM25,77628.9999689484,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,482,71.51601715729363,62.861703231827,80.11245899434894
17029,PM25,108263,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1399,694,97.08827968719982,86.12471888577454,107.9904620372466
17029,PM25,108263,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1391,694,96.54892861378269,85.71203034898717,107.35571420644982
17030,PM25,59461.9999881076,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,299,33.99658382949656,31.30836860146534,36.9604416212923
17030,PM25,59461.9999881076,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,299,33.99658382949656,31.30836860146534,36.9604416212923
17031,PM25,36190.9999963809,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,311,46.14415214920813,40.5601446163863,51.69081897768158
17031,PM25,36190.9999963809,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,311,46.14415214920813,40.5601446163863,51.69081897768158
17032,PM25,10551,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,71,8.072767397639652,7.434428664562003,8.77655971609282
17032,PM25,10551,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,71,8.072767397639652,7.434428664562003,8.77655971609282
17033,PM25,17304.0000017304,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,92,10.460487332152788,9.633344185066258,11.372443575782246
17033,PM25,17304.0000017304,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,92,10.460487332152788,9.633344185066258,11.372443575782246
17034,PM25,11648,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,68,10.089396611402423,8.868456057602149,11.302172638206905
17034,PM25,11648,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,68,10.089396611402423,8.868456057602149,11.302172638206905
17035,PM25,28640,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,148,21.959274977758213,19.301933772428207,24.59884633021503
17035,PM25,28640,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1484,148,21.959274977758213,19.301933772428207,24.59884633021503
17036,PM25,8321.9999991678,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,14,1.5918132896754242,1.4659436803361698,1.7305892397929503
17036,PM25,8321.9999991678,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,14,1.5918132896754242,1.4659436803361698,1.7305892397929503
18001,PM25,37801.999996219805,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.063,209,13.164466467560212,11.276682326509864,14.743424417976332
18001,PM25,37801.999996219805,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.063,209,13.164466467560212,11.276682326509864,14.743424417976332
18002,PM25,15580,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0735,118,8.670030310450148,8.030916861396319,9.240777118878611
18002,PM25,15580,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0735,118,8.670030310450148,8.030916861396319,9.240777118878611
18003,PM25,11756.999999999998,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0794,78,6.1908340279071945,5.765144269657683,6.6682277960797185
18003,PM25,11756.999999999998,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0794,78,6.1908340279071945,5.765144269657683,6.6682277960797185
18004,PM25,81099.99995945,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.066,414,27.329460497226442,24.289781938016834,29.97206825049889
18004,PM25,81099.99995945,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.066,414,27.329460497226442,24.289781938016834,29.97206825049889
18005,PM25,12235.0000012235,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0654,47,3.075974263913034,2.7154926888602113,3.38984832295214
18005,PM25,12235.0000012235,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0654,47,3.075974263913034,2.7154926888602113,3.38984832295214
18006,PM25,29787,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,164,12.327206344813627,11.432841582205603,13.153300260370276
18006,PM25,29787,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,164,12.327206344813627,11.432841582205603,13.153300260370276
18007,PM25,20241,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,85,6.389100849446087,5.925558137118757,6.817259281289473
18007,PM25,20241,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,85,6.389100849446087,5.925558137118757,6.817259281289473
18008,PM25,72241.9999927758,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0718,265,19.038834617465575,17.616328383373105,20.369207560961904
18008,PM25,72241.9999927758,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0713,265,18.89782656980522,17.480568582259913,20.248241889155768
18009,PM25,52682.0000052682,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0682,116,7.907927380237446,7.186894643636626,8.594654607663069
18009,PM25,52682.0000052682,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0682,116,7.907927380237446,7.186894643636626,8.594654607663069
18010,PM25,34207,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0616,173,10.656863716423771,8.972289184884032,11.991406277490803
18010,PM25,34207,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0616,173,10.656863716423771,8.972289184884032,11.991406277490803
18011,PM25,24560.9999975439,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0623,112,6.978733316412784,5.926490354602564,7.837136314062342
18011,PM25,24560.9999975439,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0623,112,6.978733316412784,5.926490354602564,7.837136314062342
18012,PM25,42150.9999915698,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0592,204,12.08535761172412,9.890971797457553,13.644199641309253
18012,PM25,42150.9999915698,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0592,204,12.08535761172412,9.890971797457553,13.644199641309253
18013,PM25,8064,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0718,67,4.8135921485667685,4.4539396290037665,5.149950590884708
18013,PM25,8064,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0718,67,4.8135921485667685,4.4539396290037665,5.149950590884708
18014,PM25,26956.000002695597,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0724,129,9.337275599596564,8.625797584506698,9.964529104998011
18014,PM25,26956.000002695597,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0718,129,9.267961002464375,8.575495703604266,9.91557651080787
18015,PM25,95026.0000285078,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0609,579,35.23503836773817,29.41306440124123,39.69797852938957
18015,PM25,95026.0000285078,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0609,579,35.23503836773817,29.41306440124123,39.69797852938957
18016,PM25,36500.9999853996,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0609,240,14.605197250875925,12.191943793260613,16.455120633943864
18016,PM25,36500.9999853996,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0609,240,14.605197250875925,12.191943793260613,16.455120633943864
18017,PM25,449030.000314321,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,1997,141.35732890538733,130.53333761989825,151.77320038380753
18017,PM25,449030.000314321,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,1997,141.35732890538733,130.53333761989825,151.77320038380753
18018,PM25,30462.9999969537,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0609,174,10.588768006885045,8.839159250113944,11.929962459609301
18018,PM25,30462.9999969537,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0609,174,10.588768006885045,8.839159250113944,11.929962459609301
18019,PM25,13872,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0729,52,3.7921100826325462,3.5082134898292296,4.040834508830179
18019,PM25,13872,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0729,52,3.7921100826325462,3.5082134898292296,4.040834508830179
18020,PM25,215174.9999784825,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0682,701,47.78842322022801,43.43114780335582,51.938386896308714
18020,PM25,215174.9999784825,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0682,701,47.78842322022801,43.43114780335582,51.938386896308714
19001,PM25,3223,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,19,1.8171232666307928,1.7040229109836798,1.9578544679780292
19001,PM25,3223,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,19,1.8171232666307928,1.7040229109836798,1.9578544679780292
19002,PM25,4375,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0775,30,2.325732234003889,2.1627893774917273,2.497554433517081
19002,PM25,4375,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0775,30,2.325732234003889,2.1627893774917273,2.497554433517081
19003,PM25,1481,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0703,13,0.9133870590184281,0.8393373050632137,0.9825305113458249
19003,PM25,1481,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,13,0.9202029422984654,0.8497413064890721,0.988007814216073
19004,PM25,35029,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0806,228,18.384453470752593,17.15580409468601,19.828908411857782
19004,PM25,35029,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0806,228,18.384453470752593,17.15580409468601,19.828908411857782
19005,PM25,17078,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0687,126,8.655661807014035,7.887322922064788,9.385163492748433
19005,PM25,17078,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0687,126,8.655661807014035,7.887322922064788,9.385163492748433
19006,PM25,730929.999780721,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,2492,238.3300621286282,223.49605758796474,256.78807022111835
19006,PM25,730929.999780721,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,2492,238.3300621286282,223.49605758796474,256.78807022111835
19007,PM25,14190,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0666,103,6.8563725652357785,6.142655340663039,7.503086548153855
19007,PM25,14190,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0666,103,6.8563725652357785,6.142655340663039,7.503086548153855
19008,PM25,3608,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0729,33,2.406531398593731,2.2263662531608572,2.564375745988383
19008,PM25,3608,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0729,33,2.406531398593731,2.2263662531608572,2.564375745988383
19009,PM25,137962.9999586111,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0906,641,58.09566742678146,54.562582224143846,62.800823292278345
19009,PM25,137962.9999586111,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0906,641,58.09566742678146,54.562582224143846,62.800823292278345
19010,PM25,133724.9999866275,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,222,21.231650799580844,19.910162433598785,22.87598378374329
19010,PM25,133724.9999866275,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,222,21.231650799580844,19.910162433598785,22.87598378374329
19011,PM25,6849,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0781,70,5.469272167227513,5.087531441441151,5.877538450537393
19011,PM25,6849,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0781,70,5.469272167227513,5.087531441441151,5.877538450537393
19012,PM25,88289.999973513,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,245,23.43132633287075,21.972927010052715,25.246018139716693
19012,PM25,88289.999973513,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,245,23.43132633287075,21.972927010052715,25.246018139716693
19013,PM25,9095,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,83,5.875141862367125,5.425271418353307,6.308049890764158
19013,PM25,9095,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,83,5.875141862367125,5.425271418353307,6.308049890764158
19014,PM25,34338.999996566105,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0649,262,16.994162410346515,14.933159717106582,18.82471098162328
19014,PM25,34338.999996566105,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0654,262,17.146920364791807,15.137427329390965,18.8966012896481
19015,PM25,1151,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,14,0.990987784013732,0.9151060223728469,1.064008415309617
19015,PM25,1151,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,14,0.990987784013732,0.9151060223728469,1.064008415309617
19016,PM25,3559.999999644,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0839,23,1.9296169021916276,1.8071299700246748,2.082994622995153
19016,PM25,3559.999999644,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0839,23,1.9296169021916276,1.8071299700246748,2.082994622995153
19017,PM25,39684.0000079368,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0671,267,17.91821755094484,16.148486188739916,19.564530630588372
19017,PM25,39684.0000079368,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0671,267,17.91821755094484,16.148486188739916,19.564530630588372
19018,PM25,477913.0001433739,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0906,1065,96.52400282296765,90.65390026320311,104.34146147625029
19018,PM25,477913.0001433739,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0906,1065,96.52400282296765,90.65390026320311,104.34146147625029
19019,PM25,126240,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,724,69.24196026529968,64.93224145011496,74.6045597271628
19019,PM25,126240,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,724,69.24196026529968,64.93224145011496,74.6045597271628
19020,PM25,5391.0000005391,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,32,2.26511493488853,2.091670908280793,2.4320192349934104
19020,PM25,5391.0000005391,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0713,32,2.282001698995347,2.110861111820065,2.445070718690508
19021,PM25,534502.0003207012,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,1849,176.83478526317558,165.8283348636223,190.5301532258619
19021,PM25,534502.0003207012,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,1849,176.83478526317558,165.8283348636223,190.5301532258619
19022,PM25,12884,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0757,134,10.14973785291744,9.421952759612443,10.851365864827761
19022,PM25,12884,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0757,134,10.14973785291744,9.421952759612443,10.851365864827761
19023,PM25,2795,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,15,1.0617726257289986,0.9804707382566217,1.140009016403161
19023,PM25,2795,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0713,15,1.069688296404069,0.9894661461656555,1.1461268993861755
19024,PM25,6040,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0692,37,2.561043953468792,2.340863367427537,2.770440903253427
19024,PM25,6040,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0692,37,2.561043953468792,2.340863367427537,2.770440903253427
19025,PM25,129220.9999741558,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,215,20.562184332927394,19.28236451902585,22.154668979751385
19025,PM25,129220.9999741558,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,215,20.562184332927394,19.28236451902585,22.154668979751385
19026,PM25,661895.0003309475,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,4646,444.3344577245613,416.6784444436935,478.7469399066276
19026,PM25,661895.0003309475,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,4646,444.3344577245613,416.6784444436935,478.7469399066276
19027,PM25,2099,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,15,1.0617726257289986,0.9804707382566217,1.140009016403161
19027,PM25,2099,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,15,1.0617726257289986,0.9804707382566217,1.140009016403161
19028,PM25,1400.9999998599,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0948,14,1.3272864863386742,1.2456386942588362,1.4298779508939936
19028,PM25,1400.9999998599,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0948,14,1.3272864863386742,1.2456386942588362,1.4298779508939936
19029,PM25,6689,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0687,67,4.602613818015399,4.194052664907467,4.990523444556707
19029,PM25,6689,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0687,67,4.602613818015399,4.194052664907467,4.990523444556707
19030,PM25,3112,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0687,21,1.4426103011690057,1.3145538203441314,1.5641939154580722
19030,PM25,3112,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0687,21,1.4426103011690057,1.3145538203441314,1.5641939154580722
19031,PM25,545085.9998364742,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,1483,141.83125286386664,133.00347247309458,152.81569347428513
19031,PM25,545085.9998364742,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0956,1483,141.83125286386664,133.00347247309458,152.81569347428513
19032,PM25,5161.0000015483,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0682,52,3.544932963554717,3.221711391975039,3.8527762034351687
19032,PM25,5161.0000015483,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0682,52,3.544932963554717,3.221711391975039,3.8527762034351687
19033,PM25,83408,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0687,569,39.08786958881735,35.61814875122908,42.382206566459196
19033,PM25,83408,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0692,569,39.38470296010116,35.998682596385635,42.60488848516757
19034,PM25,4917,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0898,42,3.771408510328783,3.5436701953235743,4.071560554500907
19034,PM25,4917,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0898,42,3.771408510328783,3.5436701953235743,4.071560554500907
