cveent,entidad,pollutant,exp_type,temporality,cause,health_outcome,icd_10,age_group,reference,crf_type,analysis_type,total_dths,ab_dths_mean,ab_dths_lower,ab_dths_upper,paf
28,Tamaulipas,O3,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,330,134.34,76.88,164.53,0.4071
28,Tamaulipas,O3,no_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,330,92,20.3,146.79,0.2788
28,Tamaulipas,O3,no_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,1362,479.06,219.76,674.48,0.3517
28,Tamaulipas,O3,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,330,136.64,78.39,167.1,0.4141
28,Tamaulipas,O3,with_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,330,93.76,20.75,149.21,0.2841
28,Tamaulipas,O3,with_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,1362,487.74,224.32,685.1,0.3581
28,Tamaulipas,PM25,no_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,16774,1170.47,809.28,1524.46,0.0698
28,Tamaulipas,PM25,no_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,5841,530.13,434.51,622,0.0908
28,Tamaulipas,PM25,with_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,16774,1176.73,813.66,1532.5,0.0702
28,Tamaulipas,PM25,with_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,5841,532.85,436.76,625.17,0.0912
29,Tlaxcala,NO2,no_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,6505,193.98,118.33,267.19,0.0298
29,Tlaxcala,NO2,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,187,4.23,2.15,6.25,0.0226
29,Tlaxcala,NO2,no_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,2223,65.52,39.97,102.33,0.0295
29,Tlaxcala,NO2,no_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,1449,43.26,26.39,67.55,0.0299
29,Tlaxcala,NO2,with_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,6505,193.74,118.18,266.87,0.0298
29,Tlaxcala,NO2,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,187,4.23,2.15,6.24,0.0226
29,Tlaxcala,NO2,with_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,2223,65.44,39.92,102.21,0.0294
29,Tlaxcala,NO2,with_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,1449,43.19,26.35,67.45,0.0298
29,Tlaxcala,O3,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,187,87.87,51.48,106.13,0.4699
29,Tlaxcala,O3,no_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,187,61.25,13.87,95.48,0.3275
29,Tlaxcala,O3,no_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,488,201.23,94.72,277.01,0.4124
29,Tlaxcala,O3,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,187,88.44,51.88,106.74,0.4729
29,Tlaxcala,O3,with_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,187,61.7,13.99,96.07,0.3299
29,Tlaxcala,O3,with_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,488,202.59,95.48,278.59,0.4151
29,Tlaxcala,PM25,no_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,6505,754.88,526.13,975.4,0.116
29,Tlaxcala,PM25,no_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,2223,332.87,274.51,388.24,0.1497
29,Tlaxcala,PM25,with_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,6505,757.05,527.67,978.15,0.1164
29,Tlaxcala,PM25,with_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,2223,333.82,275.31,389.33,0.1502
30,Veracruz,NO2,no_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,54897,779.29,473.9,1076.7,0.0142
30,Veracruz,NO2,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,1249,14.17,7.18,20.97,0.0113
30,Veracruz,NO2,no_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,19018,259.96,158.06,407.9,0.0137
30,Veracruz,NO2,no_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,12819,170.67,103.76,267.83,0.0133
30,Veracruz,NO2,with_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,54897,843.11,512.81,1164.64,0.0154
30,Veracruz,NO2,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,1249,15.35,7.78,22.71,0.0123
30,Veracruz,NO2,with_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,19018,281.53,171.21,441.62,0.0148
30,Veracruz,NO2,with_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,12819,184.99,112.49,290.22,0.0144
30,Veracruz,O3,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,1249,507.75,290.59,621.83,0.4065
30,Veracruz,O3,no_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,1252,348.58,76.92,556.11,0.2784
30,Veracruz,O3,no_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,4345,1529.42,701.87,2152.55,0.352
30,Veracruz,O3,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,1249,521.68,299.77,637.36,0.4177
30,Veracruz,O3,with_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,1252,359.24,79.63,570.82,0.2869
30,Veracruz,O3,with_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,4345,1572.92,724.82,2205.76,0.362
30,Veracruz,PM25,no_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,54897,5018.2,3482.16,6512.52,0.0914
30,Veracruz,PM25,no_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,19018,2262.57,1859.71,2647.39,0.119
30,Veracruz,PM25,with_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,54897,5066.07,3515.9,6573.68,0.0923
30,Veracruz,PM25,with_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,19018,2283.87,1877.44,2672.02,0.1201
31,Yucatán,NO2,no_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,14437,150.09,91.2,207.51,0.0104
31,Yucatán,NO2,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,338,3.08,1.56,4.57,0.0091
31,Yucatán,NO2,no_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,4916,49.98,30.37,78.49,0.0102
31,Yucatán,NO2,no_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,3130,30.54,18.56,47.97,0.0098
31,Yucatán,NO2,with_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,14437,148.81,90.42,205.75,0.0103
31,Yucatán,NO2,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,338,3.06,1.55,4.53,0.0091
31,Yucatán,NO2,with_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,4916,49.55,30.11,77.83,0.0101
31,Yucatán,NO2,with_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,3130,30.28,18.4,47.56,0.0097
31,Yucatán,O3,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,338,114.72,64.13,142.5,0.3394
31,Yucatán,O3,no_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,340,77.66,16.71,126.82,0.2284
31,Yucatán,O3,no_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,1468,430.18,192.8,618.34,0.293
31,Yucatán,O3,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,338,114.84,64.21,142.63,0.3398
31,Yucatán,O3,with_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,340,77.75,16.73,126.95,0.2287
31,Yucatán,O3,with_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,1468,430.66,193.04,618.95,0.2934
31,Yucatán,PM25,no_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,14437,882.83,609.47,1151.56,0.0612
31,Yucatán,PM25,no_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,4916,391.24,320.29,459.57,0.0796
31,Yucatán,PM25,with_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,14437,886.65,612.14,1156.5,0.0614
31,Yucatán,PM25,with_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,4916,392.9,321.66,461.51,0.0799
32,Zacatecas,NO2,no_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,8390,65.7,39.87,90.95,0.0078
32,Zacatecas,NO2,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,354,2.2,1.11,3.26,0.0062
32,Zacatecas,NO2,no_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,2711,21.13,12.83,33.25,0.0078
32,Zacatecas,NO2,no_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,1607,12.63,7.67,19.87,0.0079
32,Zacatecas,NO2,with_og,long_term,all_cause,mortality,a00_r99,plus25,kasdagli_2024,lineal,main,8390,65.06,39.48,90.06,0.0078
32,Zacatecas,NO2,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,354,2.18,1.1,3.23,0.0062
32,Zacatecas,NO2,with_og,long_term,cvd,mortality,i00_i99,plus25,kasdagli_2024,lineal,main,2711,20.93,12.7,32.93,0.0077
32,Zacatecas,NO2,with_og,long_term,ihd,mortality,i20_i25,plus25,kasdagli_2024,lineal,main,1607,12.51,7.59,19.68,0.0078
32,Zacatecas,O3,no_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,354,156.38,90.63,190.09,0.4418
32,Zacatecas,O3,no_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,355,108.43,24.26,170.84,0.3054
32,Zacatecas,O3,no_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,876,338.38,157.47,470.44,0.3863
32,Zacatecas,O3,with_og,long_term,copd,mortality,j45_j46,plus25,kasdagli_2024,lineal,main,354,156.88,90.96,190.63,0.4432
32,Zacatecas,O3,with_og,long_term,copd,mortality,j45_j46,total,gbd_2021,lineal,main,355,108.81,24.36,171.36,0.3065
32,Zacatecas,O3,with_og,long_term,respiratory,mortality,j00_j99,plus25,kasdagli_2024,lineal,main,876,339.51,158.08,471.77,0.3876
32,Zacatecas,PM25,no_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,8390,423.92,292.26,553.73,0.0505
32,Zacatecas,PM25,no_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,2711,177.26,144.95,208.44,0.0654
32,Zacatecas,PM25,with_og,long_term,all_cause,mortality,a00_r99,plus25,orellano_2024,lineal,main,8390,424.21,292.45,554.1,0.0506
32,Zacatecas,PM25,with_og,long_term,cvd,mortality,i00_i99,plus25,orellano_2024,lineal,main,2711,177.38,145.05,208.59,0.0654
